recclass reclat
L5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
H5 
L5 
H5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
L5 
L5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
L5 
H5 
H5 
L5 
H5 
H5 
L5 
L6 
L5 
L5 
L5 
H6 
H5 
L5 
H5 
L5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
LL5 
L5 
H5 
L5 
L5 
L5 
L5 
H5 
L5 
L6 -84.216670
L5 
H4 
H5 
L5 
LL5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
H5 
L5 
L5 
L5 
L5 
L5 
H4 
L5 
L5 
L5 
L5 
L5 
L4 
L5 
H5 
L4 -84.216670
L5 
L5 
L5 
H5 
H5 
L5 
L5 
H5 
H5 
H5 
L5 
L5 
L6 
L5 
H5 
L5 
Eucrite-unbr 
H5 
H5 
LL5 
LL5 
L5 
H5 
H5 
H5 
H5 
H5 
L5 
L5 
L5 
L5 
L4 
L5 
H5 
L6 
L5 
L5 
L4 
L5 
L5 
Acapulcoite/lodranite 
H5 
LL5 
L5 
L6 
L5 
L5 
L5 
L4 
L5 
L5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
LL6 
L5 
L5 
CM2 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L4 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L6 
L6 
L5 
L6 
L5 
L5 
LL5 
L4 
L5 
L5 
L5 
L5 
L4 
L5 
L5 
H5 
H5 
H5 
H5 
H5 
H5 
H5 
H5 
H5 
Howardite 
H5 
H5 
L5 
H5 
H5 
LL5 
H5 
LL5 
H5 
LL6 
H5 
H5 
H6 
L5 
L5 
L5 
L5 
H4 
L5 
L5 
L5 
L5 
H5 
H4 
L5 
H5 
L5 
H5 
H5 
L5 
H5 
H5 
H5 
L5 
L4 
L5 
L4 
L5 
L4 
LL5 
H5 
H5 
H5 
LL6 
L5 
L6 
L5 
H5 
LL5 
L5 
L5 
L5 
LL6 
H6 
L5 
L5 
L5 
L5 
L4 
L5 
L5 
L5 
L5 
H5 
H5 
H5 
H5 
H5 
L5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
H5 
L5 
L5 
H5 
H3 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
H5 
H4 
H5 
L4 
L5 
H5 
L5 
L5 
L5 
L4 
LL5 
L5 
L5 
L5 
L5 
H6 
H4 
H5 
H5 
H5 
H5 
H5 
H 
H5 
H5 
H5 
L5 
L5 
L5 
H6 
H5 
L5 
H5 
H5 
L5 
L5 
H5 
L5 
L5 
L5 
L5 
H5 
H5 
L5 
LL5 
H5 
L5 
H5 
L5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
L5 
L5 
L5 
C2-ung -84.216670
C3-ung -84.216670
L4 -84.216670
L4 -84.216670
H4 -84.216670
L6 -84.216670
L6 -84.216670
L4 -84.216670
H4 -84.216670
H5 -84.216670
H5 -84.216670
L6 -84.216670
H6 -84.216670
L6 -84.216670
LL6 -84.216670
LL6 -84.216670
H5 -84.216670
CR2 -84.216670
CM2 -84.216670
CM2 -84.216670
Mesosiderite -84.216670
H5 -84.216670
Lunar (anorth) -84.216670
Lunar (anorth) -84.216670
LL6 -84.216670
C3-ung -84.216670
H5 -84.216670
L5 -84.216670
H5 -84.216670
H4 -84.216670
L6 -84.216670
LL6 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
L6 -84.216670
L5 -84.216670
H5 -84.216670
H5 -84.216670
L6 -84.216670
L/LL5 -84.216670
H6 -84.216670
H4 -84.216670
H6 -84.216670
L6 -84.216670
L5 -84.216670
H5 -84.216670
H5 -84.216670
H6 -84.216670
H6 -84.216670
H6 -84.216670
H6 -84.216670
H5 -84.216670
H5 -84.216670
EL3 -84.216670
L6 -84.216670
H5 -84.216670
H5 -84.216670
L6 -84.216670
H4 -84.216670
L6 -84.216670
H5 -84.216670
H6 -84.216670
H4 -84.216670
H4 -84.216670
H5 -84.216670
L6 -84.216670
H6 -84.216670
H6 -84.216670
H4 -84.216670
H5 -84.216670
H4 -84.216670
H6 -84.216670
L6 -84.216670
L6 -84.216670
H6 -84.216670
H5 -84.216670
L6 -84.216670
H5 -84.216670
H4 -84.216670
L6 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
L6 -84.216670
H5 -84.216670
L6 -84.216670
H4 -84.216670
L6 -84.216670
L6 -84.216670
H3.5 -84.216670
LL6 -84.216670
CM2 -84.216670
Lodranite -84.216670
L6 -84.216670
H5 -84.216670
EL3 -84.216670
L6 -84.216670
L6 -84.216670
H5 -84.216670
EL3 -84.216670
H5 -84.216670
H5 -84.216670
L6 -84.216670
H4 -84.216670
H5 -84.216670
H5 -84.216670
H6 -84.216670
H5 -84.216670
L6 -84.216670
L6 -84.216670
H5 -84.216670
H5 -84.216670
L6 -84.216670
H5 -84.216670
L3.3 -84.216670
H4 -84.216670
H6 -84.216670
LL5 -84.216670
H5 -84.216670
H5 -84.216670
LL5 
L5 
L5 
LL6 
LL6 
L6 
LL6 
L6 
L6 
LL6 
LL5 
LL5 
H5 
LL5 
L4 
LL5 
L5 
L5 
H3 
CV3 
L5 
L5 
LL5 
H5 
LL5 
LL6 
L5 
LL6 
L6 
CM2 
CM2 
CM1/2 
CK4 
L5 
CM1/2 
L6 
L6 
L5 
L5 
Mesosiderite 
LL5 
L5 
CM2 
L6 
LL5 
CM2 
L6 
LL5 
L5 
LL5 
L6 
CM2 
LL6 
H6 
LL6 
L5 
H6 
L6 
L6 
L6 
L5 
LL5 
LL6 
LL6 
L6 
CM2 -76.966670
L5 -76.966670
CM2 -76.966670
H5 -76.966670
L6 34.216670
"Iron 1854
"Iron 1984
"Iron 1840
L6 50.000000
L6 25.595670
L5 40.626500
H4 40.628320
H4 40.630780
H4 40.616670
L6 -46.316670
"Iron 1939
"Iron 1991
L6 40.892010
L6 -33.566670
H4 34.849000
"Iron 1962
"Iron 1954
"Iron 1876
"Iron 1939
CK4-an -30.300000
Pallasite 50.816670
L6 42.291110
"Iron 1987
"Iron 1935
H 33.250000
"Iron 1976
L5 38.366670
H4 52.400000
L5 52.424050
L5 34.600000
LL6 -25.733330
"Iron 1860
H5 42.450000
"Iron 1898
"Iron 1992
H5 -29.950000
H5 11.350000
"Iron 1967
H4/5 -21.090900
H4 39.474440
"Iron 1964
H4 37.308330
"Iron 1920
"Iron 1930
L6 33.750000
L6 40.020000
H4/5 38.525000
H4 32.925000
H4 32.925000
L4 33.183330
H6 35.233330
H5 33.331390
L6 33.331390
"Iron 1875
LL6 -28.850000
LL6 49.783330
L5 34.383330
Howardite 34.398330
H5 38.525000
L6 -33.166670
H5 -32.916670
L6 -32.916670
L6 -33.133330
H5 -32.916670
H6 -32.916670
H5 -34.666670
"Iron 1884
H4 31.426110
"Iron 2005
"Iron 1943
L5 -32.758330
"Iron 1922
LL6 33.350000
H4 33.350000
L4 33.403330
H6 33.250270
L5 -79.683330
L5 -79.683330
H6 -79.683330
L6 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
LL5 -79.683330
CM2 -79.683330
H6 -79.683330
H5 -79.683330
H6 -79.683330
H5 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
L5 -79.683330
LL5 -79.683330
H5 -79.683330
LL6 -79.683330
LL6 -79.683330
LL5 -79.683330
L5 -79.683330
H5 -79.683330
H6 -79.683330
H5 -79.683330
H6 -79.683330
Mesosiderite -79.683330
H6 -79.683330
H6 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
"Iron 2000
H6 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
LL5 -79.683330
H5 -79.683330
H6 -79.683330
H4 -79.683330
LL6 -79.683330
H6 -79.683330
L6 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
H5 -79.683330
LL6 -79.683330
LL6 -79.683330
H6 -79.683330
Diogenite -79.683330
H6 -79.683330
H6 -79.683330
L6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
L6 -79.683330
LL6 -79.683330
L6 -79.683330
H5 -79.683330
LL5 -79.683330
LL5 -79.683330
LL5 -79.683330
H5 -79.683330
LL5 -79.683330
CM2 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
L5 -79.683330
H5 -79.683330
H5 -79.683330
LL5 -79.683330
L6 -79.683330
L6 -79.683330
H6 -79.683330
L6 -79.683330
H6 -79.683330
H5 -79.683330
H6 -79.683330
H5 -79.683330
LL5 -79.683330
LL4 -79.683330
H6 -79.683330
LL6 -79.683330
L6 -79.683330
H6 -79.683330
H5 -79.683330
H6 -79.683330
L5 
LL6 -79.683330
H5 -79.683330
LL6 -79.683330
LL6 -79.683330
H5 -79.683330
H5 -79.683330
LL4 -79.683330
H6 -79.683330
H5 -79.683330
H5 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
H6 -79.683330
L6 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
LL4 -79.683330
H6 -79.683330
"Iron 2000
LL5 -79.683330
L5 -79.683330
Fusion crust -79.683330
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
"Iron 2000
Diogenite -79.683330
Howardite -79.683330
Diogenite -79.683330
Diogenite -79.683330
CR2 -79.683330
Howardite -79.683330
"Iron 2000
CV3 -79.683330
CV3 -79.683330
CM2 -79.683330
CM2 -79.683330
CM2 -79.683330
CM2 -79.683330
CM2 -79.683330
Diogenite -79.683330
L6 -79.683330
L6 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L4 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
L(LL)3.05 -79.683330
LL6 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
L5 
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
H5 -79.683330
L6 -79.683330
L5 -79.683330
L6 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
L6 -79.683330
LL6 -79.683330
LL5 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L3.6 -79.683330
LL5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
L6 -79.683330
L6 -79.683330
L6 -79.683330
LL6 -79.683330
LL5 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
H3.4 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
LL5 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
LL4 -79.683330
LL6 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
L6 -79.683330
H5 -79.683330
L(LL)3.05 -79.683330
L5 -79.683330
H5 -79.683330
H6 -79.683330
LL5 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
L6 -79.683330
L4 -79.683330
L6 -79.683330
L6 -79.683330
L5 -79.683330
LL5 -79.683330
LL6 -79.683330
LL5 -79.683330
L6 -79.683330
L6 -79.683330
L5 -79.683330
L5 -79.683330
H5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
H3.4 -79.683330
L5 -79.683330
L6 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
L6 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L6 -79.683330
L6 -79.683330
H3.8 -79.683330
LL6 -79.683330
H4 -79.683330
LL6 -79.683330
LL5 -79.683330
L5 -79.683330
L6 -79.683330
LL6 -79.683330
L6 -79.683330
L6 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
H6 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
L6 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
L6 -79.683330
LL6 -79.683330
L6 -79.683330
L5 -79.683330
L5 -79.683330
H3.4 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
H6 -79.683330
LL6 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
L3.6 -79.683330
LL5 -79.683330
L6 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
LL5 -79.683330
H6 -79.683330
LL6 -79.683330
CM2 -79.683330
L5 -79.683330
CM2 -79.683330
CM2 -79.683330
CV3 -79.683330
CM2 -79.683330
EH4 -79.683330
L4 -79.683330
LL6 -79.683330
CM2 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
L6 -79.683330
LL6 -79.683330
H6 -79.683330
LL6 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
L6 -79.683330
L5 -79.683330
L5 -79.683330
L6 -79.683330
L6 -79.683330
L4 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
L4 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
H6 -79.683330
L6 -79.683330
H6 -79.683330
L6 -79.683330
L6 -79.683330
LL6 -79.683330
LL6 -79.683330
L6 -79.683330
L5 -79.683330
L6 -79.683330
L6 -79.683330
LL5 -79.683330
L5 -79.683330
L6 -79.683330
H5 -79.683330
L5 -79.683330
L6 -79.683330
LL6 -79.683330
L6 -79.683330
L6 -79.683330
L6 -79.683330
L6 -79.683330
L6 -79.683330
LL6 -79.683330
L6 -79.683330
CO3.6 -79.683330
L6 -79.683330
H6 -79.683330
L6 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
H6 -79.683330
H5 -79.683330
LL5 -79.683330
L6 -79.683330
L5 -79.683330
L4 -79.683330
LL6 -79.683330
"Iron 2000
L5 -79.683330
CO3 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
LL6 -79.683330
LL6 -79.683330
H5 -79.683330
H5 -79.683330
LL6 -79.683330
"Iron 2000
H5 -79.683330
"Iron 2000
H6 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
L4 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
CO3.6 -79.683330
H5 -79.683330
CK4 -79.683330
L5 -79.683330
LL6 -79.683330
CV3 -79.683330
L5 -79.683330
LL6 -79.683330
L6 -79.683330
L5 -79.683330
CV3 -79.683330
H6 -79.683330
H6 -79.683330
LL6 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
L6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
LL6 -79.683330
LL5 -79.683330
LL6 -79.683330
CV3 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L6 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
H5 -79.683330
L5 -79.683330
LL6 -79.683330
L6 -79.683330
H6 -79.683330
H5 -79.683330
H5 -79.683330
H5 -79.683330
CM2 -79.683330
H6 -79.683330
EH4 -79.683330
H4 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
Howardite -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
CM2 -79.683330
LL6 -79.683330
"Iron 2000
H5 -79.683330
LL4 -79.683330
LL6 -79.683330
H6 -79.683330
H5 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
H5 -79.683330
L5 -79.683330
LL6 -79.683330
LL5 -79.683330
LL5 -79.683330
L6 -79.683330
H6 -79.683330
LL4 -79.683330
H6 -79.683330
H6 -79.683330
"Iron 2000
LL5 -79.683330
H5 -79.683330
H6 -79.683330
LL5 -79.683330
L4 -79.683330
H5 -79.683330
L6 -79.683330
H6 -79.683330
LL6 -79.683330
L4 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
LL6 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
H6 -79.683330
Diogenite -79.683330
L6 -79.683330
LL6 -79.683330
L5 -79.683330
"Iron 2000
H6 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
"Iron 2000
H6 -79.683330
L5 -79.683330
H5 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
H6 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
H6 -79.683330
LL6 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
H5 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
L5 -79.683330
"Iron 2000
H5 -79.683330
LL6 -79.683330
L5 -79.683330
H5 -79.683330
LL6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
LL6 -79.683330
LL6 -79.683330
H6 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
H5 -79.683330
H4 -79.683330
H5 -79.683330
H6 -79.683330
H5 -79.683330
H5 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
H5 -79.683330
L6 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
LL6 -79.683330
LL6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H4 -79.683330
H6 -79.683330
LL6 -79.683330
H6 -79.683330
L4 -79.683330
LL5 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
LL5 -79.683330
EL6 -79.683330
L5 -79.683330
L4 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
LL5 -79.683330
H5 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
LL6 -79.683330
L4 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
L6 -79.683330
L5 -79.683330
H5 -79.683330
L6 -79.683330
H5 -79.683330
H5 -79.683330
LL5 -79.683330
LL5 -79.683330
L6 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L6 -79.683330
H6 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
LL5 -79.683330
H6 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
H5 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
L5 -79.683330
H6 -79.683330
L6 -79.683330
LL5 -79.683330
LL5 -79.683330
LL6 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
H5 -79.683330
LL5 -79.683330
LL5 -79.683330
CV3-an -79.683330
EH3 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
LL5 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
L4 -79.683330
LL5 -79.683330
LL5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L6 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
LL5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
LL6 -79.683330
LL6 -79.683330
L3.6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
L3.6 -79.683330
L3.6 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
H5 -79.683330
L5 -79.683330
H5 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
LL5 -79.683330
L5 -79.683330
CM1 -79.683330
CM2 -79.683330
CM2 -79.683330
CM1 -79.683330
CV3 -79.683330
CM2 -79.683330
CM2 -79.683330
CM2 -79.683330
CM2 -79.683330
CM1 -79.683330
CV3 -79.683330
Eucrite-unbr -79.683330
Howardite -79.683330
Ureilite -79.683330
Diogenite -79.683330
Ureilite-an -79.683330
Eucrite-unbr -79.683330
Howardite -79.683330
"Iron 2001
"Iron 2001
L4 -79.683330
LL6 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
LL5 -79.683330
LL5 -79.683330
H5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
L4 -79.683330
LL5 -79.683330
L5 -79.683330
LL5 -79.683330
LL4 -79.683330
L5 -79.683330
H5 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
H5 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
LL6 -79.683330
H5 -79.683330
L5 -79.683330
H5 -79.683330
LL6 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
H5 -79.683330
H6 -79.683330
LL5 -79.683330
LL5 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
R3 -79.683330
LL5 -79.683330
LL6 -79.683330
H5 -79.683330
LL6 -79.683330
Mesosiderite -79.683330
L5 -79.683330
L6 -79.683330
L5 -79.683330
H5 -79.683330
H5 -79.683330
LL5 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
LL6 -79.683330
L5 -79.683330
H6 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H6 -79.683330
H5 -79.683330
H5 -79.683330
LL5 -79.683330
H3.8 -79.683330
EH3 -79.683330
H5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
LL6 -79.683330
LL5 -79.683330
L6 -79.683330
LL5 -79.683330
LL5 -79.683330
Acapulcoite -79.683330
H5 -79.683330
H6 -79.683330
Acapulcoite -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
H5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
Lunar (anorth) -79.683330
L3.6 -79.683330
Acapulcoite -79.683330
H5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
H5 -79.683330
LL5 -79.683330
LL5 -79.683330
LL5 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
H6 -79.683330
LL6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
H6 -79.683330
H5 -79.683330
LL5 -79.683330
Acapulcoite -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
Acapulcoite -79.683330
H5 -79.683330
LL5 -79.683330
H5 -79.683330
LL5 -79.683330
H5 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
LL6 -79.683330
H5 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
H6 -79.683330
H5 -79.683330
H4 -79.683330
H5 -79.683330
LL6 -79.683330
H6 -79.683330
H4 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
H5 -79.683330
L5 -79.683330
LL6 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
H6 -79.683330
LL5 -79.683330
L5 -79.683330
LL5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
H6 -79.683330
H6 -79.683330
LL6 -79.683330
H5 -79.683330
H6 -79.683330
H5 -79.683330
H5 -79.683330
LL6 -79.683330
L5 -79.683330
L5 -79.683330
L6 -79.683330
L5 -79.683330
LL5 -79.683330
LL5 -79.683330
LL6 -79.683330
L5 -79.683330
H5 -79.683330
LL6 -79.683330
L5 -79.683330
H5 -79.683330
L5 -79.683330
H5 -79.683330
L5 -79.683330
H5 -79.683330
H5 -79.683330
L5 -79.683330
L5 -79.683330
H5 -79.683330
L5 -79.683330
L5 -79.683330
LL5 -79.683330
H5 -79.683330
L3.6 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
L5 -79.683330
Howardite -79.683330
L6 -79.683330
L6 -79.683330
L3.10 -79.683330
L5 -79.683330
L6 -79.683330
H6 -79.683330
L5 -79.683330
L6 -79.683330
L6 -79.683330
L5 -79.683330
L6 -79.683330
L6 -79.683330
L5 -79.683330
L6 -79.683330
L3.5 -79.683330
H5 -79.683330
L5 -79.683330
L6 -79.683330
L6 -79.683330
H6 -79.683330
H6 -79.683330
L5 -79.683330
L6 -79.683330
L6 -79.683330
H4 -79.683330
L5 -79.683330
H5 -79.683330
H6 -79.683330
LL5 -79.683330
LL6 -79.683330
H5 -79.683330
L5 -79.683330
L5 -79.683330
H5 -79.683330
H6 -79.683330
