recclass reclat
L6 -84.253630
H6 -84.253440
H5 -84.253660
L5 -84.254760
L4 -84.254230
H6 -84.254110
L6 -84.254260
H5 -84.254350
L4 -84.253590
H6 -84.253450
H5 -84.254530
LL6 -84.254430
H6 -84.355730
H6 -84.359340
L6 -84.349340
H5 -84.272420
L6 -84.345280
LL6 -84.346460
L4 -84.362450
CM2 -84.362930
L6 -84.342350
H5 -84.346660
LL6 -84.355800
L6 -84.345180
L6 -84.362070
H6 -84.358500
H5 -84.360250
L5 -84.343830
H5 -84.348530
L6 -84.365080
LL6 -84.346340
H5 -84.345250
H6 -84.341760
H5 -84.348080
H5 -84.357030
L6 -84.346530
Ureilite -84.342730
L6 -84.367770
CM2 -84.344080
L6 -84.369760
L6 -84.346640
H5 -84.354320
H5 -84.354000
L6 -84.347900
L6 -84.352310
L6 -84.354360
H6 -84.346740
H5 -84.344340
L6 -84.274650
H4 -84.271620
LL6 -84.283330
L6 -84.348580
H5 -84.273450
H5 -84.273390
H5 -84.273290
H5 -84.273370
L6 -84.272470
H5 -84.272500
H6 -84.272550
H5 -84.253660
H5 -84.273320
L6 -84.283330
L6 -84.272500
H6 -84.348810
H5 -84.346750
L6 -84.379970
H5 -84.273570
H5 -84.273220
L6 -84.273570
H4 -84.384070
H5 -84.273200
H5 -84.272570
H6 -84.273590
H5 -84.273410
H5 -84.272600
H5 -84.272340
H4 -84.273420
L3.4 -84.283330
H4 -84.345240
H5 -84.372400
H6 -84.272600
H4 -84.342230
CK4 -84.342420
H5 -84.272940
H5 -84.272650
H5 -84.272840
L6 -84.345130
H5 -84.272420
E3-an -84.342340
H6 -84.344110
H5 -84.272680
E3-an -84.370400
L6 -84.364190
H5 -84.272970
L6 -84.373200
H6 -84.357000
H6 -84.356320
H6 -84.355160
K -84.342010
H5 -84.272810
E3-an -84.361990
LL6 -84.344170
H5 -84.272750
E3-an -84.346510
L6 -84.342210
H5 -84.272880
Chondrite-fusion crust -84.345630
H5 -84.272830
H5 -84.272810
L6 -84.353820
H5 -84.359910
H5 -84.341870
L6 -84.358640
L3.5 -84.283330
CM2 -84.341450
CK4 -84.340380
LL6 -84.344170
L6 -84.346040
H6 -84.273030
LL3.5 -84.283330
H5 -84.272610
H5 -84.272400
H6 -84.272490
H5 -84.272340
H5 -84.342490
H5 -84.272470
H5 -84.272710
H5 -84.272690
H6 -84.347190
L6 -84.346800
H6 -84.272510
H6 -84.351400
H5 -84.273260
LL5 
H5 -84.272590
H5 -84.272500
H5 -84.272510
CM2 -84.341860
H5 -84.272500
H6 -84.272580
H5 -84.272640
H5 -84.272620
H5 -84.272580
H5 -84.272620
H5 -84.272490
LL6 -84.361950
H5 -84.272890
L4 -84.273070
H5 -84.272510
H5 -84.272400
L3.5 -84.283330
E3-an -84.346460
H5 -84.272930
H5 -84.272700
H5 -84.272550
L6 -84.373580
H5 -84.272360
H5 -84.272890
H6 -84.345510
Aubrite -84.344670
Eucrite-pmict -84.364040
CM2 -84.275470
CM2 -84.280400
CM2 -84.274670
Eucrite-pmict -84.249470
Ureilite -84.281600
Eucrite-pmict -84.275910
Diogenite -84.238540
Eucrite-unbr -84.273780
Eucrite-unbr -84.235790
Diogenite -84.280420
Ureilite -84.247700
H5 -84.276040
H5 -84.277440
L6 -84.283330
L6 -84.250980
L6 -84.243970
L6 -84.287930
H4 -84.232240
H4 -84.232020
H4 -84.266790
H5 -84.249740
"Iron 1988
H5 -84.251640
H5 -84.246890
H5 -84.250770
H5 -84.246710
H6 -84.251320
H5 -84.236720
H5 -84.243490
L6 -84.243700
L5 -84.246920
L3.3 -84.246130
H5 -84.251520
H5 -84.250820
H5 -84.251550
H5 -84.245380
L6 -84.245540
L6 -84.243850
H5 -84.250980
L6 -84.246260
H6 -84.245330
L6 -84.243340
L5 -84.247120
H6 -84.245680
H5 -84.245530
H5 -84.247930
H6 -84.246220
L6 -84.243200
H6 -84.250920
H5 -84.251740
H5 -84.245070
H5 -84.250850
H5 -84.251730
"Iron 1988
L6 -84.251520
H5 -84.246340
L6 -84.245090
L6 -84.251680
L6 -84.242920
L6 -84.245780
H5 -84.247190
LL6 
L6 -84.245360
H5 -84.245270
H5 -84.244730
L6 -84.244030
L6 -84.252650
L4 -84.244990
L6 -84.244980
H6 -84.245390
H6 -84.252700
H6 -84.252700
L6 -84.244890
H6 -84.253060
L6 -84.245410
H6 -84.244900
H6 -84.244960
L5 -84.245460
H5 -84.244110
H5 -84.252740
H5 -84.252140
L6 -84.252860
H6 -84.245130
H6 -84.252850
H5 -84.245130
H6 -84.244730
L6 -84.252450
H5 -84.244900
L5 -84.252220
H6 -84.252340
H5 -84.252670
H5 -84.252160
H5 -84.252080
H6 -84.252640
H6 -84.252840
H5 -84.252630
H5 -84.252560
L6 -84.252340
H5 -84.251920
H6 -84.251120
H6 -84.252590
L6 -84.235220
H6 -84.246750
H5 -84.252830
H6 -84.255330
H5 -84.255360
L5 -84.276980
L5 -84.252480
H6 -84.251640
H5 -84.274450
L4 -84.252430
L6 -84.274480
H5 -84.253300
H5 -84.253320
H5 -84.251510
H5 -84.253250
L6 -84.251830
H6 -84.252440
H5 -84.251670
H3.4 -84.252840
H5 -84.275780
L6 -84.252560
LL6 -84.254530
L6 -84.252800
H5 -84.274730
H5 -84.253030
H6 -84.267790
H6 -84.234270
H5 -84.250480
H6 -84.277190
H5 -84.283330
L5 -84.241900
L6 -84.245260
EL6 -84.264920
H6 -84.246510
H4 -84.245550
H5 -84.245510
L6 -84.274510
H5 -84.245870
H6 -84.245480
H6 -84.245500
H5 -84.245540
H6 -84.246610
H5 -84.245670
L3.6 -84.245390
H5 -84.246460
H5 -84.245450
H5 -84.275430
H5 -84.274810
H5 -84.246080
H6 -84.275420
L5 
H5 -84.274960
H6 -84.275750
H5 -84.242730
H4 -84.249070
H5 -84.251840
H5 -84.247860
H5 -84.262710
H5 -84.250870
H4 -84.250690
H5 -84.237500
H4 -84.247350
L6 -84.237920
L6 -84.237700
H6 -84.248280
H5 -84.250900
H4 -84.247930
L6 -84.249330
L5 -84.249500
H5 -84.239330
H5 -84.237040
H5 -84.242100
H4 -84.248570
L3.4 -84.238160
LL3.6 -84.250770
L6 -84.242360
L6 -84.283600
H6 -84.246560
EH5 -84.238550
H5 -84.251250
L6 -84.283880
H6 -84.271620
L5 -84.287100
L5 -84.281790
H6 -84.283350
L6 -84.275320
L6 -84.271960
L6 -84.282890
L6 -84.282460
H6 -84.276040
L5 -84.282520
H5 -84.271790
L5 -84.279850
L6 -84.276900
L6 -84.271650
H6 -84.277920
H6 -84.280550
H5 -84.288170
H5 -84.233790
Ureilite -84.281490
H5 -84.276430
H5 -84.248270
L5 -84.247960
H5 -84.250730
H5 -84.288130
H5 -84.247860
L5 -84.251100
H5 -84.251190
L6 -84.287490
L6 -84.246630
H5 -84.242970
H5 -84.247080
H5 -84.250540
H6 -84.249820
L6 -84.249820
L6 -84.242630
H6 -84.251010
H5 -84.251200
L6 -84.286290
L5 -84.284800
L5 -84.235110
H6 -84.282500
H6 -84.234060
L6 -84.232360
L6 -84.232200
L6 -84.234960
L4 -84.239300
H6 -84.235000
H4 -84.235530
H6 -84.235890
LL6 -84.237620
H6 -84.236150
L6 -84.234800
H5 -84.237970
H6 -84.234560
H5 -84.242630
H6 -84.237460
H6 -84.233200
H6 -84.236830
H5 -84.282060
L5 -84.234400
L6 -84.233500
L4 -84.234840
H5 -84.235640
L6 -84.234770
H5 -84.241010
H6 -84.238630
H4 -84.242310
H6 -84.237350
H6 -84.284080
L3.4 -84.235350
L6 -84.242210
H6 -84.237350
L5 -84.239400
H5 -84.283320
L6 -84.283800
H6 -84.241830
L3.4 -84.284560
H5 -84.276040
L3.4 -84.283800
H5 -84.238970
H5 -84.232030
H5 -84.238090
H6 -84.234860
L6 -84.238010
L5 -84.242480
H6 -84.279040
L6 -84.286060
L6 -84.237720
L6 -84.236660
H5 -84.238730
L6 -84.235430
H5 -84.231830
LL5 -84.236540
L6 -84.284150
L6 -84.232490
Lodranite -84.282380
Ureilite -84.236640
L6 -84.237530
H4 -84.236410
L6 -84.242030
L6 -84.236740
L3.5 -84.242890
H5 -84.231560
L6 -84.240550
L5 
H5 -84.236870
H6 -84.236300
H5 -84.238270
H6 -84.235060
H6 -84.235860
H5 -84.240910
H6 -84.242620
H6 -84.286520
H6 -84.239470
L6 -84.278340
H5 -84.238040
H5 -84.269080
H6 -84.269730
H5 -84.275370
H4 -84.270160
L6 -84.270230
H6 -84.288100
L6 -84.288480
H6 -84.288880
L5 -84.269470
H5 -84.270220
L6 -84.251460
L5 -84.264380
H6 -84.275190
H4 -84.277100
H5 -84.272560
H3.5 -84.295190
L5 -84.276180
L6 -84.281930
H6 -84.266180
H5 -84.289500
H5 -84.266840
H6 -84.237220
H5 -84.239460
H5 -84.282660
L6 -84.236090
H5 -84.241240
L6 -84.234780
H6 -84.241030
L3.7 -84.282670
H5 -84.238860
L6 -84.236180
L6 -84.272840
H5 -84.272990
H5 -84.285290
H5 -84.236630
H5 -84.290890
LL3.5 -84.238560
H5 -84.272170
L6 -84.283330
H5 -84.251460
H6 -84.235240
H5 -84.269810
H5 -84.273780
H4 -84.269940
L6 -84.268140
H5 -84.289410
L6 -84.269090
H5 -84.271050
H6 -84.274790
L6 -84.251990
L6 -84.269160
H5 -84.255490
H5 -84.253810
H6 -84.251000
H5 -84.270450
L6 -84.251330
L6 -84.274220
H5 -84.245850
H6 -84.252830
H6 -84.251470
H6 -84.254340
H6 -84.250820
H4 -84.251760
H5 -84.255820
LL3.4 -84.253060
H3.8 -84.251380
H6 -84.251570
H5 -84.253160
L5 -84.239760
H6 -84.239300
LL6 -84.241460
H5 -84.242260
L4 -84.238470
H6 -84.240760
LL6 -84.237540
H5 -84.242030
L5 -84.237750
H5 -84.238400
L5 
H5 -84.243430
H6 -84.238380
H4 -84.238860
H4 -84.239630
H6 -84.242780
H6 -84.243530
H5 -84.240250
L6 -84.243480
H4 -84.237570
H5 -84.239710
H5 -84.236890
H3.7 -84.241730
H5 -84.237230
H5 -84.236860
L6 -84.238240
L6 -84.242420
H5 -84.240710
H6 -84.238270
H5 -84.239860
L5 -84.243020
H6 -84.239060
H5 -84.235480
H5 -84.239030
H5 -84.237850
H5 -84.242320
H5 -84.241240
H5 -84.237820
H5 -84.243570
H6 -84.238320
H6 -84.245950
H5 -84.242060
H3.7 -84.237290
LL6 -84.237340
H5 -84.242400
H5 -84.238570
L6 -84.238090
H6 -84.243490
H5 -84.239370
L5 -84.242550
H6 -84.237540
L6 -84.241380
L6 -84.237250
H6 -84.243900
L6 -84.242920
H5 -84.248190
H5 -84.287420
H5 -84.250770
H5 -84.250640
H-metal -84.249700
H6 -84.239640
H6 -84.236050
H5 -84.249170
H5 -84.246410
H5 -84.242770
H6 -84.281580
H5 -84.249910
H5 -84.246940
H5 -84.250910
H5 -84.248010
H5 -84.248540
H6 -84.249130
H5 -84.248240
L5 -84.250090
H5 -84.250720
H5 -84.250900
H6 -84.237190
H6 -84.250890
L3.4 -84.248840
H6 -84.246950
L6 -84.248280
H6 -84.246520
H6 -84.247790
L5 -84.248060
L6 -84.246760
L6 -84.250830
H5 -84.248550
H6 -84.249090
L3.7 -84.250120
H6 -84.249200
H6 -84.249150
L6 -84.241350
H5 -84.248290
L3.8 -84.297660
H6 -84.248130
L6 -84.248400
H5 -84.235410
L6 -84.247850
L6 -84.248320
L6 -84.283330
H6 -84.247090
H5 -84.247490
H5 -84.249080
LL3.4 -84.249370
H5 -84.250330
H5 -84.247640
H5 -84.248200
H6 -84.249040
H6 -84.247620
L4 -84.248310
LL3.6 -84.248140
H5 -84.246950
H5 -84.249220
L6 -84.247210
H5 -84.247940
H6 -84.248280
H5 -84.247950
L6 -84.250270
H6 -84.247690
H6 -84.247740
H6 -84.248230
H5 -84.250640
H5 -84.251070
H5 -84.250550
H5 -84.249440
LL6 -84.251710
H3.7 -84.248110
H5 -84.248340
L6 -84.246180
H3.8 -84.250800
H5 -84.247600
H5 -84.247740
H6 -84.288760
L6 -84.290600
H6 -84.246830
H5 -84.246130
L4 -84.249260
H6 -84.250400
H5 -84.249740
H5 -84.246830
LL6 -84.249370
Martian (shergottite) -84.243410
H6 -84.249100
H6 -84.250550
H3.5 -84.250410
LL6 
L3.5 -84.250510
H5 -84.250660
L6 -84.246590
H5 -84.249770
L5 -84.236790
L6 -84.247470
H6 -84.249630
L6 -84.251340
L6 -84.250550
H6 -84.250990
H5 -84.246590
L6 -84.249170
LL6 -84.250320
H5 -84.263830
LL3.5 -84.251120
L6 -84.252270
H6 -84.251590
H5 -84.251910
H6 -84.250340
H6 -84.250480
L6 -84.247370
L6 -84.248920
H6 -84.239690
H6 -84.283790
H6 -84.238770
H5 -84.249060
H5 -84.250060
H5 -84.249550
L6 -84.286520
H6 -84.251470
H5 -84.253410
H5 -84.245200
H5 -84.252850
H5 -84.252030
H6 -84.253680
L6 -84.251150
L6 -84.245150
L6 -84.244470
H5 -84.244990
LL3.3 -84.244330
H5 -84.255090
LL6 -84.283330
L6 -84.253600
L6 -84.251020
H6 
H5 -84.251370
LL6 -84.255530
H6 -84.254390
H6 -84.246230
H5 -84.251240
L6 -84.247150
H5 -84.249580
H5 -84.250110
H6 -84.251000
H5 -84.246230
H6 -84.250610
H5 -84.248850
H5 -84.249370
H6 -84.249040
H5 -84.246600
H6 -84.250860
H6 -84.249680
H5 -84.246170
H6 -84.251150
LL6 -84.251910
H5 -84.247480
H5 -84.248490
LL6 -84.246930
L4 -84.251080
L6 -84.250220
L6 -84.250490
L3.7 -84.251910
H5 -84.250760
LL3.4 -84.252310
L6 -84.252990
H6 -84.250830
H5 -84.273320
H5 -84.289750
H5 -84.269850
H4 -84.269120
L6 -84.268730
L6 -84.273670
LL6 -84.275510
H6 -84.269050
H6 -84.269590
H5 -84.268490
H5 -84.269390
H5 -84.270430
H6 -84.288030
H5 -84.269510
L6 -84.267350
L5 -84.268510
H5 -84.269790
L3.5 -84.269610
H6 -84.269500
H5 -84.269950
H5 -84.267500
L3.7 -84.270070
H5 -84.270130
H5 -84.268350
H5 -84.283330
L4 -84.252720
H5 -84.251490
H5 -84.251350
H5 -84.251680
L6 -84.253430
"Iron 1988
L3.6 -84.271120
H6 -84.276890
L3.4 -84.267280
H5 -84.271480
H5 -84.272710
H5 -84.270900
L6 -84.273440
H5 -84.272310
L6 -84.272570
H5 -84.270900
H5 -84.274830
H5 -84.273040
L3.5 -84.293520
L4 -84.274640
H5 -84.271860
H5 -84.273320
H6 -84.270820
H6 -84.277280
L6 -84.272760
L6 -84.290840
L6 -84.271560
H5 -84.272180
L6 -84.264490
H5 -84.274700
L6 -84.273330
L6 -84.295260
LL6 -84.270760
L5 
L6 -84.267030
H6 -84.275900
L6 -84.275040
H6 -84.266490
L7 -84.277560
H5 -84.271230
H5 -84.271880
L6 -84.292720
H5 -84.271450
L6 -84.276590
L6 -84.276830
L6 -84.277500
H6 -84.274840
L6 -84.266520
L4 -84.271350
H5 -84.272400
H5 -84.276170
H5 -84.276200
Iron -84.271770
H6 -84.293820
Diogenite -84.275970
H5 -84.278640
H5 -84.274900
H4 -84.285640
L6 -84.277310
L6 -84.276870
H5 -84.277200
H6 -84.272130
L6 -84.271050
H6 -84.273450
H5 -84.272220
H6 -84.278570
H4 -84.271030
L6 -84.276510
H5 -84.271740
H4 -84.274770
LL6 -84.271390
L3.7 -84.272170
H5 -84.271770
Iron -84.278070
L6 -84.276650
LL6 -84.278510
LL4 -84.276740
H5 -84.275290
L5 -84.272000
H5 -84.273880
L6 -84.231130
L5 -84.237120
L5 -84.233700
H5 -84.274400
H5 -84.276900
L6 -84.232130
L5 -84.272480
H6 -84.230550
H5 -84.282130
EL6 -84.274550
H5 -84.275170
H5 -84.233020
H5 -84.282940
L6 -84.276400
H5 -84.234050
H6 -84.271900
L6 -84.285520
H5 -84.232400
L6 -84.253380
L5 -84.278210
H5 -84.233050
H5 -84.285900
H5 -84.280930
L6 -84.271890
L5 -84.231980
H6 -84.271650
H5 -84.231630
L6 -84.279850
L5 -84.229970
H5 -84.284330
H5 -84.232380
L6 -84.287200
L6 -84.285060
H6 -84.231320
L6 -84.284340
H6 -84.234120
H6 -84.271970
LL6 -84.287380
H6 -84.279050
LL6 -84.287500
H6 -84.284330
LL5 -84.283990
L6 -84.235310
L4 -84.233640
L5 -84.235320
L6 -84.285370
H5 -84.280490
H4 -84.273650
L6 -84.233680
LL4 -84.235070
H4 -84.278430
H5 -84.283520
L6 -84.279970
LL3.4 -84.231350
H5 -84.272010
H6 -84.270450
L6 -84.233900
H5 -84.286220
Brachinite -84.245850
H5 -84.232950
H5 -84.231120
L6 -84.234030
H5 -84.232360
H6 -84.231740
L6 -84.280110
L5 -84.234940
L6 -84.278630
Ureilite -84.287350
L6 -84.250800
Ureilite-an -84.250650
H4 -84.235560
H4 -84.244040
H4 -84.269880
L6 -84.253190
LL5 -84.253030
L6 -84.244660
L6 -84.231110
LL3.6 -84.249890
H6 -84.237410
L6 -84.252320
LL6 -84.240760
CM2 -84.291390
L5 -84.262650
H5 -84.272970
H5 -84.274110
L6 -84.289110
L6 -84.383660
L6 -84.273000
L6 
H6 -84.273990
H6 -84.273850
H5 -84.273980
L5 -84.265020
H5 -84.273950
H6 -84.273860
H6 -84.273850
H6 -84.273850
H5 -84.273900
H6 -84.273780
H6 -84.274020
H5 -84.273920
H6 -84.273720
H6 -84.273850
H6 -84.273880
H6 -84.274000
H6 -84.272330
H6 -84.273980
H5 -84.274080
H6 -84.273860
H6 -84.273860
H6 -84.273860
H6 -84.273860
H6 -84.273920
H6 -84.273830
H6 -84.273840
H6 -84.273860
H6 -84.233370
H6 -84.273940
H6 -84.273860
L6 -84.254080
H5 -84.273880
H5 -84.358110
H6 -84.273770
H5 -84.273750
H5 -84.273880
H6 -84.273720
H5 -84.273830
H6 -84.273940
H5 -84.273780
H5 -84.273860
H6 -84.273710
H6 -84.273780
LL5 -84.235430
H6 
H5 -84.273900
H6 -84.273870
H5 -84.273940
H6 -84.273840
H6 -84.273910
H6 -84.273750
H6 -84.272390
H6 -84.273860
H6 -84.261260
H5 -84.273960
H6 -84.273850
H6 -84.272040
L5 -84.259640
L6 -84.237000
LL5 -84.273840
H6 -84.273780
H6 -84.273790
H6 -84.273830
H5 -84.273860
H6 -84.265440
H6 -84.273910
H5 -84.273830
H6 -84.273660
H5 -84.273950
L6 -84.272590
LL6 -84.273820
LL6 -84.272330
L6 -84.276130
L6 -84.268990
H5 -84.267770
H5 -84.263090
H6 -84.267890
L6 -84.289280
L6 -84.243320
H4 -84.241690
H5 -84.242840
H5 -84.243570
L3.7 -84.285800
H5 -84.273750
LL6 -84.266670
H5 -84.266670
L3.4 -84.266670
LL6 -84.266670
L6 -84.266670
H6 
L6 -84.266670
LL6 -84.266670
L6 -84.266670
L6 -84.266670
L5 -84.266670
L6 -84.266670
L6 -84.266670
L6 -84.266670
LL5 -84.266670
L6 -84.266670
H6 -84.266670
L3.7 -84.266670
L5 -84.266670
H5 -84.266670
H5 -84.266670
H5 -84.266670
L3 -84.266670
H6 -84.266670
H6 -84.266670
H5 -84.266670
Ureilite -84.266670
H5 -84.266670
H5 -84.266670
L6 -84.266670
L6 -84.266670
H4 34.008330
"Iron 1880
"Iron 1959
"Iron 1879
L5 34.655000
H5 34.655000
"Iron 1834
L6 39.366670
"Iron 1882
"Iron 1940
"Pallasite 1904
"Iron 1959
L5 34.386670
H-melt rock 33.691770
L4 -24.138330
H6 38.383330
H4/5 38.440000
H5 37.683330
H6 34.516670
"Iron 1936
"Iron 1937
"Iron 2005
"Iron 1975
L6 34.150000
"Iron 1857
H5 36.583330
"Iron 1953
"Iron 1888
"Iron 2005
H4 34.259720
H4 41.500000
EL6 -81.333330
CM2 -81.333330
CM2 -81.333330
L6 -81.333330
H6 -81.333330
L6 -81.333330
L6 -81.333330
L6 -81.333330
L6 -81.333330
L6 -81.333330
L6 39.933330
"Iron 1781
"Iron 1991
CM2 -30.090560
L6 40.466670
C4-ung -30.600000
H6 -30.130000
L5 -30.535830
L6 32.900000
H 32.991670
OC 32.983330
L5 41.033330
"Iron 1896
Martian (shergottite) 
H4 -28.972500
H4 34.812500
"Iron 1897
Iron -29.416670
Diogenite-pm -24.700000
L6 -24.683330
H5 -24.683330
H5 -24.683330
H5 
H3 -24.683330
H4 -24.683330
H5/6 -24.683330
H5 -24.683330
H5 -24.683330
H5 -24.683330
L6 -24.683330
H6 -24.683330
H6 -24.683330
L6 -24.683330
L6 -24.683330
H4 -24.683330
H4 -24.683330
L~6 -24.683330
L~6 -24.683330
L6 -24.683330
L~6 -24.683330
L~6 -24.683330
L~6 -24.683330
L~6 -24.683330
H~5 -24.683330
H3.8 39.124170
OC 33.289440
L6 37.650000
"Iron 1868
"Iron 1981
L5 -34.450000
L5 
L5 33.600000
L6 34.500000
LL4 34.500000
H6 34.500000
L6 34.500000
L6 34.500000
H4 34.500000
OC 34.500000
H4 34.500000
H4 34.500000
H4 34.500000
L6 34.500000
H6 34.500000
L5 34.500000
L5 34.501330
LL6 34.509500
L5 
L5 34.512500
L6 34.500000
H6 34.487930
L6 34.488680
H6 34.491800
H6 34.493120
LL4 34.490580
L6 34.490950
L6 34.495530
H4 34.510870
L5 34.500100
L6 34.487150
CK4 34.487500
CK4 34.487000
CK4 34.487080
CK4 34.487100
CK4 34.490150
CK4 34.486800
CK4 34.487930
CK4 34.488870
L6 34.492100
L6 34.489750
L6 34.485950
L4 34.484570
L6 34.484130
L6 34.487000
L6 34.487420
L6 34.486130
H4 34.486670
L6 34.484720
H4 34.487280
L5 34.525000
L6 34.486000
L6 34.510920
L5 34.489720
L5 34.488230
H4 34.480750
H5 34.481480
L6 34.488700
CK5 34.487120
CK5 34.486570
L5 34.486620
CK4 34.485650
CK4 34.487030
CK5 34.487330
CK5 34.487380
CK4 34.485980
L6 34.483880
"Iron 1885
"Iron 1973
"Iron 1896
Iron -34.666670
L5 38.399180
OC 39.116670
L6 40.749720
Iron 42.766670
L6 -27.000000
L5-6 -31.016670
Lunar -31.399530
H5 -21.300000
H5 
H5 
LL5 
LL5 
L4 
H5 
H5 
L5 
LL6 
H6 
LL6 -84.216670
L5 
L5 
H5 
L5 
H5 
H6 
L3 
H5 
L5 -84.216670
H6 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
H6 -84.216670
H5 -84.216670
H6 -84.216670
H5 -84.216670
H4 -84.216670
H5 -84.216670
L4 -84.216670
H5 -84.216670
L6 -84.216670
H5 -84.216670
L5 
H5 
H5 
H5 
L4 
L4 
H4 
L5 -84.216670
LL5 
L6 
L6 
L3 
H4 
L4 
H6 
L5 
H5 
H5 
H5 
L3 
L5 
L5 
H5 
L5 
H5 
H5 
L4 
H5 
H4 
H6 -84.216670
Eucrite-unbr -84.216670
LL5 -84.216670
H6 -84.216670
H6 -84.216670
LL6 -84.216670
Eucrite-br -84.216670
CV3 -84.216670
H6 -84.216670
L5 -84.216670
H6 -84.216670
L5 -84.216670
L5 -84.216670
CM2 -84.216670
L5 -84.216670
L5 -84.216670
LL6 -84.216670
LL6 
H5 
H5 
LL5 
H6 -84.216670
LL5 -84.216670
CM2 -84.216670
H6 -84.216670
H5 -84.216670
E3 -84.216670
H6 -84.216670
L5 -84.216670
H5 
H5 
H5 
H5 
H5 
H5 
L4 
L5 
H5 
L4 
H5 
H5 
L4 
L5 
L5 
L5 
H5 
H5 
H5 
L5 
H6 
L4 
L4 
H5 
H6 
LL5 
LL6 
LL6 
L4 
L5 
L4 
L5 
H5 
L5 
H6 
L5 
H5 
L4 
H5 
H5 -84.216670
H6 -84.216670
H6 -84.216670
CM2 -84.216670
H5 -84.216670
H6 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
LL5 -84.216670
H5 -84.216670
H5 -84.216670
H6 -84.216670
H5 -84.216670
L4 -84.216670
L5 
H6 -84.216670
H5 
H5 
L5 
L4 
H5 
L4 
L5 
H5 
L4 
H5 -84.216670
H6 -84.216670
H6 -84.216670
H5 -84.216670
L5 -84.216670
EL3 -84.216670
H5 -84.216670
H5 -84.216670
H6 -84.216670
H5 -84.216670
H5 -84.216670
L5 -84.216670
H5 -84.216670
H5 -84.216670
H5 -84.216670
H6 -84.216670
H6 -84.216670
H5 -84.216670
H6 -84.216670
H5 -84.216670
H6 -84.216670
H6 -84.216670
H6 -84.216670
H6 -84.216670
H5 -84.216670
H4 -84.216670
CM2 -84.216670
LL5 -84.216670
L5 
Howardite -84.216670
LL6 -84.216670
H5 
LL5 
H5 
H5 
H5 
L5 
L5 
CBb 
LL6 
LL5 
H5 
H5 
LL5 -84.216670
H5 -84.216670
LL5 -84.216670
LL5 -84.216670
L5 -84.216670
H5 -84.216670
L5 -84.216670
H5 -84.216670
H5 -84.216670
L5 -84.216670
L6 -84.216670
H4 -84.216670
LL6 -84.216670
H5 -84.216670
H6 -84.216670
H6 -84.216670
H6 -84.216670
LL5 -84.216670
H6 -84.216670
H6 -84.216670
CM2 -84.216670
H5 -84.216670
Howardite -84.216670
H5 -84.216670
H5 -84.216670
LL5 -84.216670
LL5 -84.216670
H5 -84.216670
LL6 -84.216670
H5 
L5 
L4 
H6 
H5 
L5 
H5 
H6 
L5 
L5 
H6 
LL6 
L4 
LL5 
L5 
H6 
H4 
LL6 
L4 
H5 
L4 
H5 
L4 
H5 
H5 
H6 
LL5 
EL4 
LL5 
L4 
L-imp melt -84.216670
H5 -84.216670
L5 -84.216670
L5 -84.216670
H5 -84.216670
CM2 
L5 -84.216670
H5 -84.216670
L5 -84.216670
H5 -84.216670
H5 
H5 
H6 
H6 
H5 
L5 
L4 
L5 
H6 
L4 
L5 
L5 
L5 
H5 
L4 
H6 
H5 
L6 
CM2 
L6 
H5 
L4 
L4 
L4 
L4 
L4 
H5 
H6 
LL5 
LL5 
LL5 
H5 
H5 
H5 
H5 
H5 
H5 
H5 
LL5 
H5 
H5 
H5 
H5 
H5 
L4 
L5 
LL5 
H5 
L5 
H4 
H5 
L4 
H4 
LL5 
L5 
H4 
CM1/2 
H5 
H5 
H5 
H5 
H5 
H5 
L5 
H5 
H5 -84.216670
H5 -84.216670
H5 -84.216670
H3.7 -84.216670
H6 -84.216670
H6 -84.216670
H6 -84.216670
EL3 -84.216670
L5 -84.216670
EL3 -84.216670
H5 
H5 
H5 
H5 
H5 
LL5 
H5 
H5 
L5 
LL5 
LL5 
H6 
CM2 
H5 
H5 
L5 
H6 
L4 
L5 
H6 
H5 
L4 
L4 
H6 
H6 
L4 -84.216670
CM1 
H5 
L5 
L4 
H6 
L5 
H5 
H5 
L5 
H6 
H5 
H5 
H6 
L5 
H5 
L5 
H5 
L4 
L4 
L4 
H5 
H5 
H5 
L5 
H5 
H6 
H5 
LL5 
H6 
H5 
H5 
L5 
H5 
H5 
L4 
H5 
L4 
LL5 
LL5 
LL5 
L4 
L5 
H6 
H5 
LL5 
L5 
L3 
L4 
L5 
L4 
L4 
LL5 
L5 
H5 
H5 
H5 
H5 
L4 
L4 
H5 
LL5 
LL5 
LL5 
L5 
H5 
H5 
LL5 
H5 
LL5 
H5 
L4 
H4 
H5 
L5 
L4 
L4 
L4 
L5 
L5 
H6 
L5 
H5 
H4 
L4 
H5 
H5 
LL5 
LL6 
H5 
H6 
H6 
H5 
H5 
H5 
L5 
H6 
L5 
H5 
L6 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
L5 
H4 
H5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
L5 
L5 
L5 
L5 
L5 
L5 
H5 
L5 
H5 
H5 
L5 
L5 
L5 
L5 
L5 
H6 
H5 
H5 
H5 
H6 
H6 
L5 
L5 
L5 
L5 
H5 
